date,מדד בסיס,מדד פתיחה,locking,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
30/12/2010,1330.8,1326.36,1326.44,1330.79,1321.26,533163835
02/01/2011,1326.44,1325.63,1327.24,1335.45,1323.84,532376871
03/01/2011,1327.24,1332.64,1335.03,1339.93,1331.46,535056634
04/01/2011,1335.03,1334.68,1333.25,1336.65,1331.02,534621932
05/01/2011,1333.25,1330.84,1332.34,1333.09,1322.33,535899844
06/01/2011,1332.34,1336.65,1335.99,1339.75,1334.84,538582220
09/01/2011,1335.99,1338.93,1333.66,1339.4,1330.51,543090227
10/01/2011,1333.66,1330.44,1322.7,1331.56,1321.21,538875337
11/01/2011,1322.7,1328.23,1335.14,1335.65,1327.6,542762100
12/01/2011,1335.14,1336.1,1337.09,1342.2,1335.23,541392656
13/01/2011,1337.09,1339.32,1335.82,1339.83,1332.87,542869247
16/01/2011,1335.82,1339.59,1338.22,1342.11,1333.22,542709725
17/01/2011,1338.22,1333.7,1334.42,1338.33,1332.41,540925829
18/01/2011,1334.42,1337.13,1339.52,1346.17,1336.85,544018421
19/01/2011,1339.52,1339.44,1340.31,1343.42,1336.98,544775303
20/01/2011,1340.31,1333.35,1337.56,1337.56,1331.97,543110970
23/01/2011,1337.56,1336.86,1336.09,1338.77,1333.81,541393623
24/01/2011,1336.09,1339.44,1328.75,1340.75,1326.26,539079319
25/01/2011,1328.75,1333.44,1324.64,1334.06,1321.66,537818561
26/01/2011,1324.64,1329.1,1329.31,1332.73,1325.21,541089960
27/01/2011,1329.31,1340.77,1332.49,1341.52,1331.27,547259810
30/01/2011,1332.49,1304.57,1282.56,1304.57,1282.56,528578697
31/01/2011,1282.56,1288.22,1292.75,1294.74,1278.59,532766670
01/02/2011,1292.75,1291.71,1289.71,1295.36,1282.65,533384938
02/02/2011,1289.71,1304.44,1300.68,1309.21,1298.84,539564334
03/02/2011,1300.68,1295.38,1299.12,1299.12,1292.29,537055053
06/02/2011,1299.12,1311.16,1319.44,1319.59,1310.74,542179740
07/02/2011,1319.44,1318.11,1323.68,1327.14,1316.04,543711863
08/02/2011,1323.68,1324.05,1321.85,1328.29,1320.43,537080124
09/02/2011,1321.85,1320.63,1313.18,1321.95,1313.18,533765081
10/02/2011,1313.18,1310.93,1302.38,1311.58,1302.38,530312039
13/02/2011,1302.38,1316.54,1308.05,1318.95,1305.33,531250407
14/02/2011,1308.05,1312.2,1315.38,1315.39,1305.76,530655388
15/02/2011,1315.38,1313.33,1315.33,1319.32,1311.83,532084397
16/02/2011,1315.33,1316.86,1334.55,1338.29,1316.13,537715235
17/02/2011,1334.55,1333.74,1334.73,1344.46,1332.73,538572489
20/02/2011,1334.73,1337.37,1335,1338.14,1331.11,538068791
21/02/2011,1335,1333.54,1331.64,1336.23,1330.31,535931220
22/02/2011,1331.64,1318.55,1314.16,1319.57,1312.62,529577442
23/02/2011,1314.16,1312.33,1295.6,1317.36,1295.6,523086138
24/02/2011,1295.6,1281.99,1272.62,1289.66,1266.89,513817964
27/02/2011,1272.62,1292.3,1294.27,1295.58,1287.48,520319288
28/02/2011,1294.27,1293.95,1289.72,1294.06,1285.01,519481596
01/03/2011,1289.72,1293.35,1273.67,1296.43,1273.55,513459129
02/03/2011,1273.67,1258.43,1264.72,1265.86,1250.35,511283213
03/03/2011,1264.72,1272.5,1272.55,1277.94,1267.64,514674945
06/03/2011,1272.55,1266.08,1264.37,1272.22,1264.3,508562576
07/03/2011,1264.37,1261.15,1275.86,1276.91,1260.66,512005446
08/03/2011,1275.86,1275.3,1265.2,1277.3,1264.66,505545281
09/03/2011,1265.2,1274.18,1253.21,1275.1,1250.96,501469729
10/03/2011,1253.21,1249.05,1262.47,1264.68,1248.16,504262009
13/03/2011,1262.47,1260.33,1243.95,1260.78,1243.95,494829253
14/03/2011,1243.95,1245.37,1254.49,1256.28,1243.29,496527882
15/03/2011,1254.49,1229.37,1243.29,1243.29,1224.85,492038830
16/03/2011,1243.29,1255.57,1250.56,1257.73,1244.8,492779909
17/03/2011,1250.56,1245.44,1267.54,1267.54,1243.85,499514251
21/03/2011,1267.54,1278.85,1290.78,1295.41,1277.52,506800859
22/03/2011,1290.78,1291.9,1296.64,1300.8,1287.92,506942186
23/03/2011,1296.64,1291.51,1284.04,1303.45,1282.29,507036705
24/03/2011,1284.04,1296.6,1280.44,1302.38,1277.26,510559412
27/03/2011,1280.44,1296.9,1305.7,1305.7,1296.51,517335197
28/03/2011,1305.7,1307,1311.51,1311.51,1303.74,519892132
29/03/2011,1311.51,1303.48,1315.28,1315.28,1303.45,517155406
30/03/2011,1315.28,1326.59,1320.44,1327.42,1319.16,518363949
31/03/2011,1320.44,1323.8,1321.18,1324.62,1316.76,517924257
03/04/2011,1321.18,1329.58,1331.82,1331.82,1321.42,523468911
04/04/2011,1331.82,1330.4,1332.33,1334.14,1326.33,525572347
05/04/2011,1332.33,1328.36,1326.88,1330.19,1325.39,520899316
06/04/2011,1326.88,1332.06,1335.1,1337.04,1330.38,525485630
07/04/2011,1335.1,1333.63,1317.69,1335.84,1317.69,520501513
10/04/2011,1317.69,1324.69,1330.54,1330.89,1322.78,522936597
11/04/2011,1330.54,1333.62,1332.3,1335.55,1328.3,522572083
12/04/2011,1332.3,1325.18,1331.3,1331.3,1323.2,517559061
13/04/2011,1331.3,1335.46,1330.73,1336.88,1330.73,515627011
14/04/2011,1330.73,1333.64,1326.19,1334.54,1319.32,515923081
17/04/2011,1326.19,1334.3,1334.41,1334.42,1330.19,518692143
20/04/2011,1334.41,1336.7,1339.18,1339.18,1333.03,519699479
21/04/2011,1339.18,1343.39,1341.89,1345.11,1341.71,518963436
26/04/2011,1341.89,1336.19,1333.14,1338.5,1329.65,510740324
27/04/2011,1333.14,1337.67,1332.89,1338.85,1330.44,509427827
28/04/2011,1332.89,1337.09,1314.56,1337.86,1314.56,502528187
01/05/2011,1314.56,1312.27,1296.03,1313.69,1291.71,495742454
02/05/2011,1296.03,1304.55,1291.89,1305.4,1286.82,499548028
03/05/2011,1291.89,1288.2,1281.91,1289.88,1273.66,494559969
04/05/2011,1281.91,1284.26,1292.98,1292.98,1282.24,495532712
05/05/2011,1292.98,1294.7,1277.24,1295.4,1277.24,492905033
08/05/2011,1277.24,1280.64,1284.86,1294.22,1270.69,494691969
11/05/2011,1284.86,1296.76,1300.84,1301.98,1292.82,501211807
12/05/2011,1300.84,1292.82,1290.8,1295.06,1286.02,501658390
15/05/2011,1290.8,1280.97,1277.74,1281.79,1264.94,499390382
16/05/2011,1277.74,1281.62,1288.27,1288.27,1273.68,504734280
17/05/2011,1288.27,1283.56,1288.51,1293.7,1282.71,503964412
18/05/2011,1288.51,1298.51,1290.42,1300.12,1289.68,505100251
19/05/2011,1290.42,1294.73,1293.24,1297.46,1288.3,506127820
22/05/2011,1293.24,1284.7,1273.97,1286.36,1273.97,499151787
23/05/2011,1273.97,1264.34,1262.84,1267.42,1255.29,496365461
24/05/2011,1262.84,1265.09,1250.76,1268.02,1246.32,491569289
25/05/2011,1250.76,1241.12,1224.17,1247.14,1224.17,482401905
26/05/2011,1224.17,1235.19,1237.89,1242.97,1229.96,487745250
29/05/2011,1237.89,1252.18,1250.36,1254.23,1247.93,492946861
30/05/2011,1250.36,1251.4,1249.98,1253.14,1246,491153595
31/05/2011,1249.98,1258.45,1266.88,1266.88,1256.79,498834718
01/06/2011,1266.88,1262.9,1246.61,1263.34,1246.61,490565424
02/06/2011,1246.61,1229,1227.95,1242.81,1219.15,482615240
05/06/2011,1227.95,1225.78,1230.55,1231.77,1219.63,483094305
06/06/2011,1230.55,1229.58,1229.2,1233.4,1224.44,483791741
09/06/2011,1229.2,1219.29,1219.45,1224.79,1218.22,478907442
12/06/2011,1219.45,1205.02,1204.19,1206.97,1198.38,473074448
13/06/2011,1204.19,1209.78,1210.99,1211.77,1194.31,473657543
14/06/2011,1210.99,1218.95,1222.67,1222.67,1214.79,477591655
15/06/2011,1222.67,1217.65,1189.53,1221.81,1189.53,467771517
16/06/2011,1189.53,1189.07,1205.59,1207.35,1180.76,472868569
19/06/2011,1205.59,1196.85,1206.22,1212.1,1194.69,466240928
20/06/2011,1206.22,1195.08,1205.25,1206.18,1192.02,466049530
21/06/2011,1205.25,1216.77,1223.18,1228.67,1214.56,470521706
22/06/2011,1223.18,1228.89,1232.16,1233.61,1219.76,473564265
23/06/2011,1232.16,1225.71,1211.08,1226.13,1211.08,469219306
26/06/2011,1211.08,1206.66,1201.71,1209.95,1201.71,464324678
27/06/2011,1201.71,1200.88,1209.23,1209.23,1199.01,466342925
28/06/2011,1209.23,1213.96,1224.81,1224.81,1209.42,472436342
29/06/2011,1224.81,1228.81,1229.18,1240.74,1227.62,476201273
30/06/2011,1229.18,1232.54,1223.91,1232.94,1223.8,474170645
03/07/2011,1223.91,1250.38,1252.91,1253.56,1246.86,484534285
04/07/2011,1252.91,1252.15,1249.32,1253.97,1248.47,482338281
05/07/2011,1249.32,1249.58,1248.63,1253.74,1246.03,483370466
06/07/2011,1248.63,1251.07,1238.56,1251.07,1234.62,480858579
07/07/2011,1238.56,1246.79,1260.16,1260.16,1244.54,488057059
10/07/2011,1260.16,1257.51,1268.44,1269.6,1255.6,491649440
11/07/2011,1268.44,1257.63,1247.38,1258.43,1246.14,484303179
12/07/2011,1247.38,1236.51,1251.23,1253.86,1230.71,487922910
13/07/2011,1251.23,1253.32,1250.56,1256.11,1247.77,487951583
14/07/2011,1250.56,1248.09,1251.4,1254.12,1241.86,487660599
17/07/2011,1251.4,1251.92,1251.14,1252,1246.27,484138082
18/07/2011,1251.14,1243.75,1240.3,1245.33,1234.18,479741408
19/07/2011,1240.3,1244.4,1248.76,1251.34,1241.48,481827173
20/07/2011,1248.76,1260.62,1259.22,1261.59,1255.19,485295643
21/07/2011,1259.22,1255.87,1263.47,1264.04,1252.14,485480573
24/07/2011,1263.47,1269.03,1266.73,1271.14,1264.85,486656416
25/07/2011,1266.73,1260.55,1260.43,1265.29,1255.91,484946145
26/07/2011,1260.43,1264.47,1261.93,1265.79,1258.35,484001540
27/07/2011,1261.93,1260.33,1255.04,1260.54,1251.95,482292217
28/07/2011,1255.04,1234.21,1232.74,1241.19,1232.26,474609636
31/07/2011,1232.74,1238.17,1224.14,1239.61,1216.6,473859783
01/08/2011,1224.14,1232.53,1199.45,1236.09,1199.45,458148981
02/08/2011,1199.45,1195.51,1187.98,1203.05,1182.33,456263711
03/08/2011,1187.98,1168.6,1178.21,1185.56,1165.39,448348579
04/08/2011,1178.21,1185.6,1154.96,1187.02,1147.62,441814237
07/08/2011,1154.96,1094.58,1074.27,1101.91,1074.27,413194513
08/08/2011,1074.27,1084.77,1090.39,1102.14,1072.13,418287460
10/08/2011,1090.39,1095.69,1059.68,1100.89,1054.3,406551759
11/08/2011,1059.68,1071.12,1068.63,1073.45,1045.95,407913155
14/08/2011,1068.63,1099.77,1098.18,1100.26,1086.53,421829589
15/08/2011,1098.18,1101.12,1091.04,1102.49,1090.82,417919152
16/08/2011,1091.04,1093.95,1075.31,1094.68,1069.94,416655154
17/08/2011,1075.31,1080.24,1107.21,1107.21,1074.26,424967102
18/08/2011,1107.21,1096.15,1065.18,1101.99,1065.18,410972765
21/08/2011,1065.18,1029.73,1079.16,1079.57,1022.3,414461670
22/08/2011,1079.16,1070.04,1109.34,1116.17,1068.04,425134061
23/08/2011,1109.34,1103.79,1105.95,1118.54,1101.18,422450024
24/08/2011,1105.95,1109.62,1115.25,1116.28,1096.7,426796124
25/08/2011,1115.25,1115.45,1088.87,1120.46,1083.76,417631632
28/08/2011,1088.87,1100.44,1094.52,1102.53,1087.41,420243894
29/08/2011,1094.52,1113.49,1122.52,1122.98,1104.94,429018115
30/08/2011,1122.52,1124.94,1121.17,1127.5,1111.1,428733815
31/08/2011,1121.17,1125.43,1132.51,1138.19,1122.34,433763018
01/09/2011,1132.51,1133.69,1132.2,1134.82,1120.88,436134741
04/09/2011,1132.2,1101.31,1082.47,1107.08,1082.47,417352865
05/09/2011,1082.47,1085.44,1062.36,1085.96,1056.63,408106164
06/09/2011,1062.36,1055.88,1032.74,1073.99,1026.28,398214409
07/09/2011,1032.74,1061.57,1072.41,1072.41,1044.06,411097612
08/09/2011,1072.41,1063.51,1062.78,1077.26,1057.9,407901639
11/09/2011,1062.78,1034.73,1024.93,1038.48,1024.14,393598534
12/09/2011,1024.93,1015.47,999.46,1016.92,994.14,382953493
13/09/2011,999.46,1018.97,1019.81,1020.83,982.64,390318934
14/09/2011,1019.81,1001.08,1036.5,1038.91,1001.08,396740510
15/09/2011,1036.5,1036,1056.83,1056.83,1029.41,402201987
18/09/2011,1056.83,1059.75,1064.11,1070.91,1051.95,403522344
19/09/2011,1064.11,1043.35,1033.89,1050.07,1033.89,395594186
20/09/2011,1033.89,1034.49,1067.99,1070.18,1034.15,403462792
21/09/2011,1067.99,1066.71,1085.86,1089.24,1058.48,406981749
22/09/2011,1085.86,1059.49,1038.91,1064.22,1031.35,390624301
25/09/2011,1038.91,1055.26,1060.29,1062.17,1046.84,393843310
26/09/2011,1060.29,1045.94,1062.59,1072.79,1043.83,396404434
27/09/2011,1062.59,1084.2,1077.79,1098.3,1070.36,400840128
02/10/2011,1077.79,1051.37,1054.2,1057.89,1047.5,398802150
03/10/2011,1054.2,1044.55,1061.08,1064.27,1041.64,400227151
04/10/2011,1061.08,1038.99,1020.92,1039.19,1017.75,383913640
05/10/2011,1020.92,1030.3,1038.5,1043.26,1025.36,388902296
06/10/2011,1038.5,1055.43,1049.92,1059.68,1045.72,397141161
09/10/2011,1049.92,1043.55,1035.08,1043.74,1034.8,391018588
10/10/2011,1035.08,1043.95,1077.79,1077.79,1041.32,404201424
11/10/2011,1077.79,1078.9,1084.73,1085.96,1076.11,407300994
16/10/2011,1084.73,1122.04,1131.34,1136.26,1119.3,424112015
17/10/2011,1131.34,1134.5,1127.76,1144.75,1124.84,412681027
18/10/2011,1127.76,1115.51,1122.62,1126.88,1114.14,410732485
23/10/2011,1122.62,1143.68,1143.14,1144,1136.25,414695123
24/10/2011,1143.14,1145.17,1140.95,1146.16,1133.76,413774403
25/10/2011,1140.95,1146.04,1135.27,1147.02,1132.03,415599637
26/10/2011,1135.27,1136.09,1140.48,1144.67,1132.52,415785379
27/10/2011,1140.48,1173.83,1168.52,1174.67,1166.27,427980175
30/10/2011,1168.52,1163.61,1145.48,1166.12,1144.93,421859572
31/10/2011,1145.48,1143.23,1133.68,1144.27,1126.24,416154230
01/11/2011,1133.68,1110.75,1102.07,1114.62,1085.86,406540750
02/11/2011,1102.07,1112.71,1100.68,1114.95,1090.77,403836577
03/11/2011,1100.68,1074.97,1106.52,1117.61,1074.37,410128381
06/11/2011,1106.52,1110.15,1112.02,1112.29,1094.21,414426509
07/11/2011,1112.02,1094.53,1111.97,1115.07,1094.53,414797426
08/11/2011,1111.97,1113.08,1126.99,1127.6,1109.29,420393976
09/11/2011,1126.99,1129.52,1092.97,1132.09,1092.23,409576256
10/11/2011,1092.97,1082.1,1105.84,1106.63,1079.53,413695086
13/11/2011,1105.84,1131,1133.37,1133.37,1125.9,420841646
14/11/2011,1133.37,1126.63,1122.41,1130.04,1115.73,417258430
15/11/2011,1122.41,1117.25,1117.15,1123.36,1100.73,414203210
16/11/2011,1117.15,1110.15,1112.21,1124.67,1106.79,412191462
17/11/2011,1112.21,1109.22,1103.68,1113.97,1098.81,411847597
20/11/2011,1103.68,1087.9,1074.92,1094.35,1074.92,400760265
21/11/2011,1074.92,1076.47,1047.89,1078.68,1047.89,392405565
22/11/2011,1047.89,1050.97,1031.81,1055.83,1029.44,387399945
23/11/2011,1031.81,1028.44,1029.13,1040.86,1025.18,386046446
24/11/2011,1029.13,1021.28,1017.64,1033.11,1016.33,380212738
27/11/2011,1017.64,1012.07,1035.84,1035.84,993.35,384979531
28/11/2011,1035.84,1041.28,1065.31,1068.31,1038.65,394860497
29/11/2011,1065.31,1063.13,1040.96,1067.93,1040.71,390744122
30/11/2011,1040.96,1038.84,1082.36,1083,1034.36,403906732
01/12/2011,1082.36,1085.57,1085.2,1094.57,1077.64,405668524
04/12/2011,1085.2,1084.22,1084.33,1088.77,1077.53,403964511
05/12/2011,1084.33,1094.39,1108.94,1111.53,1093.68,410715739
06/12/2011,1108.94,1094.97,1090.2,1104.94,1086.61,405235330
07/12/2011,1090.2,1103.46,1067.98,1104.36,1063.48,398352878
08/12/2011,1067.98,1074.66,1070.73,1090.62,1065.71,397690695
11/12/2011,1070.73,1092.93,1087.14,1092.93,1082.03,402384710
12/12/2011,1087.14,1082.55,1063.47,1087.99,1057.11,395377421
13/12/2011,1063.47,1065.1,1077.15,1080.96,1062.1,400153529
14/12/2011,1077.15,1070.61,1074.7,1082.17,1064.45,406618737
15/12/2011,1074.7,1073.01,1093.37,1093.37,1070.97,415663271
18/12/2011,1093.37,1092.27,1086.19,1094.85,1083.02,416705472
19/12/2011,1086.19,1082.47,1099.18,1103.99,1081.21,420138349
20/12/2011,1099.18,1095.01,1107.73,1108.81,1093.55,419544581
21/12/2011,1107.73,1116.93,1092.3,1118.99,1091.04,414693701
22/12/2011,1092.3,1096.51,1091.46,1101.4,1083.31,417939890
25/12/2011,1091.46,1107.7,1115.26,1115.26,1105.19,423981676
26/12/2011,1115.26,1116.74,1123.56,1123.56,1115.21,426539412
27/12/2011,1123.56,1121.53,1120.81,1126.13,1119.63,426034137
28/12/2011,1120.81,1118.78,1113.31,1120.27,1112.27,424671772
29/12/2011,1113.31,1089.93,1085.59,1099.01,1084.01,413540165
01/01/2012,1085.59,1091.89,1099.19,1103.19,1090.7,417907092
02/01/2012,1099.19,1097.76,1107.55,1109.41,1096.52,424306786
03/01/2012,1107.55,1110.49,1110.42,1116.81,1106,425258339
04/01/2012,1110.42,1108.06,1111.53,1114.62,1104.78,429448416
05/01/2012,1111.53,1110.48,1113.23,1117.32,1103.34,430278310
08/01/2012,1113.23,1114.11,1114.55,1116.6,1110.9,429276275
09/01/2012,1114.55,1113.06,1115.61,1119.07,1110.57,430680650
10/01/2012,1115.61,1124.12,1134.07,1134.07,1122.83,438955632
11/01/2012,1134.07,1131.11,1122.93,1132.77,1117.85,436541432
12/01/2012,1122.93,1123.75,1128.55,1133.96,1122.27,436367981
15/01/2012,1128.55,1121.5,1107.26,1121.71,1107.26,431425225
16/01/2012,1107.26,1112.75,1119.08,1119.08,1106.95,434165163
17/01/2012,1119.08,1132.43,1133.58,1137.47,1129.3,439082351
18/01/2012,1133.58,1131,1131.3,1141.8,1125.76,438039740
19/01/2012,1131.3,1140.31,1136.64,1140.96,1131.85,440107219
22/01/2012,1136.64,1140.99,1136.43,1142.1,1134.15,440768253
23/01/2012,1136.43,1135.47,1132.48,1139.23,1132.48,439184892
24/01/2012,1132.48,1130.8,1122.7,1131.94,1111.52,437523417
25/01/2012,1122.7,1128.77,1113.74,1129.12,1113.74,434919529
26/01/2012,1113.74,1125.95,1130.25,1130.89,1123.05,437699292
29/01/2012,1130.25,1122.54,1120.8,1124.16,1118.41,432040321
30/01/2012,1120.8,1114.68,1113.28,1116.7,1109.04,430111124
31/01/2012,1113.28,1120.3,1119.5,1121.99,1116.67,431764243
01/02/2012,1119.5,1115.39,1123.16,1127.6,1115.12,433649804
02/02/2012,1123.16,1126.63,1121.27,1127.86,1119.1,435239638
05/02/2012,1121.27,1131.92,1128.81,1133.13,1128.01,436154186
06/02/2012,1128.81,1125.59,1116.32,1127,1116.32,432150647
07/02/2012,1116.32,1117.53,1117,1118.68,1103.58,432204250
12/02/2012,1117,1109.61,1121,1124.1,1108.24,430526742
13/02/2012,1121,1125,1119.49,1125.95,1114.24,428884037
14/02/2012,1119.49,1117.27,1112.64,1120.69,1111.86,426348094
15/02/2012,1112.64,1122.07,1114.06,1124.57,1111.97,429586007
16/02/2012,1114.06,1107.68,1105.21,1110.16,1101.95,428806849
19/02/2012,1105.21,1113.8,1111.47,1114.85,1106.67,429035434
20/02/2012,1111.47,1115.4,1116.78,1119.1,1110.77,430190686
21/02/2012,1116.78,1117.92,1120.19,1121.35,1113.19,431889182
22/02/2012,1120.19,1121.4,1117.98,1123.27,1117.19,433423021
23/02/2012,1117.98,1109.01,1097.61,1110.9,1097.61,426880393
26/02/2012,1097.61,1103.43,1072.8,1103.77,1072.8,419958463
27/02/2012,1072.8,1069.68,1075.05,1080.7,1067.99,420185653
28/02/2012,1075.05,1081.5,1065.07,1082.88,1063.22,417435002
29/02/2012,1065.07,1067.22,1081.35,1082.97,1067.22,424014328
01/03/2012,1081.35,1079.38,1091.98,1091.98,1078.41,427826668
04/03/2012,1091.98,1094.46,1098.48,1098.69,1089.48,430443226
05/03/2012,1098.48,1096.31,1092.42,1097.9,1091.45,429089642
06/03/2012,1092.42,1085.89,1076.31,1086.94,1074.66,423380380
07/03/2012,1076.31,1076.82,1079.59,1081.29,1072.89,425101949
11/03/2012,1079.59,1090.08,1084.75,1090.64,1076.32,425845375
12/03/2012,1084.75,1080.19,1073.25,1081.83,1070.59,422471881
13/03/2012,1073.25,1080.65,1080.9,1083.29,1075.65,423932225
14/03/2012,1080.9,1089.14,1111.8,1120.61,1089.07,428989389
15/03/2012,1111.8,1113.07,1109.63,1114.79,1107.17,425959963
18/03/2012,1109.63,1118.09,1113.86,1120.01,1110.91,425577265
19/03/2012,1113.86,1111.13,1109.87,1113.2,1106.2,425395120
20/03/2012,1109.87,1108.89,1108.26,1111.46,1102.42,424983215
21/03/2012,1108.26,1111.81,1115.16,1120.08,1111.81,426718829
22/03/2012,1115.16,1116.52,1115.74,1119.6,1109.79,426412044
25/03/2012,1115.74,1124.95,1127.93,1128.69,1121.47,429612783
26/03/2012,1127.93,1126.98,1148.96,1149.01,1126.28,436132469
27/03/2012,1148.96,1151.98,1149.43,1158.63,1149.43,436752026
28/03/2012,1149.43,1150.96,1145.6,1154.35,1143.86,436936762
29/03/2012,1145.6,1141.46,1124.85,1142.38,1124.85,431376859
01/04/2012,1124.85,1131.02,1129.43,1136.48,1126.51,436488978
02/04/2012,1129.43,1132.43,1135.66,1136.86,1129.87,439136852
03/04/2012,1135.66,1141.79,1146.78,1147.09,1140.84,442869982
04/04/2012,1146.78,1141.41,1141.57,1143.44,1137.17,439517406
05/04/2012,1141.57,1143.91,1144.85,1146.94,1139.01,440494760
08/04/2012,1144.85,1144.5,1136.85,1145.08,1136.49,437108347
09/04/2012,1136.85,1133.13,1133.65,1135.3,1132,437205174
10/04/2012,1133.65,1136.37,1138.11,1140.95,1133.4,438012614
11/04/2012,1138.11,1127.99,1130.88,1132.88,1125.85,434922454
15/04/2012,1130.88,1122,1110.48,1122.33,1108.23,429344811
16/04/2012,1110.48,1111.21,1131.44,1131.44,1110.94,434009430
17/04/2012,1131.44,1129.49,1145.86,1150.12,1128.99,439686746
18/04/2012,1145.86,1148.72,1142.8,1150.65,1137.72,440639893
19/04/2012,1142.8,1148.79,1153.11,1157.22,1148.66,441448238
22/04/2012,1153.11,1157.28,1161.74,1165.34,1154.06,441846189
23/04/2012,1161.74,1156.92,1148.28,1158.34,1143.5,438129993
24/04/2012,1148.28,1156.27,1162.95,1163.58,1154.49,443095803
29/04/2012,1162.95,1174.98,1164.89,1175.47,1164.29,443210646
30/04/2012,1164.89,1167.63,1164.36,1168.66,1160.92,443565063
01/05/2012,1164.36,1165.29,1166.32,1167.74,1162.84,444722243
02/05/2012,1166.32,1171.48,1158.65,1173.51,1156.39,444064893
03/05/2012,1158.65,1159.89,1167.67,1169.44,1157.36,444221164
06/05/2012,1167.67,1150.55,1147.07,1151.23,1145.56,435408164
07/05/2012,1147.07,1138.48,1147.72,1149.04,1135.96,435181709
08/05/2012,1147.72,1152.07,1145.33,1154.72,1145.33,435064516
09/05/2012,1145.33,1145.51,1130.83,1146.36,1130.83,428587188
10/05/2012,1130.83,1136.11,1135.22,1139.17,1129.79,426433180
13/05/2012,1135.22,1133.45,1127.91,1133.56,1125.79,422120983
14/05/2012,1127.91,1126.24,1111.48,1128.29,1109.6,418321231
15/05/2012,1111.48,1111.13,1090.88,1113.67,1081.75,412655011
16/05/2012,1090.88,1077.86,1103.59,1104.02,1076.81,415728069
17/05/2012,1103.59,1101.1,1081.74,1101.14,1076.43,409822173
20/05/2012,1081.74,1066.6,1072.77,1079.98,1062.27,403094161
21/05/2012,1072.77,1075.76,1064.38,1084.38,1064.38,399942480
22/05/2012,1064.38,1073.97,1065.94,1081.66,1057.99,399253912
23/05/2012,1065.94,1057.73,1045.22,1060.98,1045.22,395336515
24/05/2012,1045.22,1048.78,1050.92,1055.96,1037.42,399029168
28/05/2012,1050.92,1061.7,1060.04,1063.4,1056.95,399161776
29/05/2012,1060.04,1065.05,1056.74,1066.62,1050.21,397674588
30/05/2012,1056.74,1052.15,1049.18,1058.34,1044.98,393769889
31/05/2012,1049.18,1052.92,1065.02,1065.02,1047.94,405554597
03/06/2012,1065.02,1039.35,1040.61,1045.28,1037.43,395577702
04/06/2012,1040.61,1037.21,1051.57,1054.98,1036.66,399087300
05/06/2012,1051.57,1055.87,1055.82,1057.74,1043.75,398465565
06/06/2012,1055.82,1064.23,1069.64,1072.7,1062.74,402785819
07/06/2012,1069.64,1077.07,1089.43,1089.43,1073.64,409411704
10/06/2012,1089.43,1092.18,1094.66,1095.5,1087.47,409151548
11/06/2012,1094.66,1102.28,1080.04,1103.34,1077.11,405818461
12/06/2012,1080.04,1076.01,1080.08,1080.08,1066.95,404882528
13/06/2012,1080.08,1079.97,1062.4,1085.79,1062.4,399007934
14/06/2012,1062.4,1061.72,1049.58,1065.72,1042.41,395170986
17/06/2012,1049.58,1068.82,1070.65,1071.13,1063.09,398709053
18/06/2012,1070.65,1074.94,1067.52,1076.8,1062.44,397657113
19/06/2012,1067.52,1068.19,1081.53,1081.53,1065.61,402637782
20/06/2012,1081.53,1081.03,1078.77,1084.91,1077.22,402535511
21/06/2012,1078.77,1071.5,1073.46,1077.61,1070.75,401300498
24/06/2012,1073.46,1073.43,1080.38,1080.38,1063.23,416025049
25/06/2012,1080.38,1074.05,1065.92,1075.62,1064.45,408752730
26/06/2012,1065.92,1065.8,1064.68,1071.55,1060.79,406770067
27/06/2012,1064.68,1066.81,1066.3,1068.98,1062.28,407190453
28/06/2012,1066.3,1074.37,1057.63,1074.89,1052.55,403519300
01/07/2012,1057.63,1079.82,1082.29,1085.18,1079.82,410664542
02/07/2012,1082.29,1077.21,1078.06,1084.41,1075.88,410560761
03/07/2012,1078.06,1076.93,1079.16,1082.64,1075.6,410445821
04/07/2012,1079.16,1082.52,1078.89,1083.64,1076.88,410819584
05/07/2012,1078.89,1080.32,1083.42,1091.82,1077.98,411790094
08/07/2012,1083.42,1073.23,1076.61,1078.99,1071.68,409597829
09/07/2012,1076.61,1076.01,1075.67,1078.49,1072.88,410950730
10/07/2012,1075.67,1074.16,1079.01,1082.32,1072.89,410741745
11/07/2012,1079.01,1073.56,1075.05,1077.32,1072.11,410913103
12/07/2012,1075.05,1070.36,1067.22,1070.39,1066.03,409606862
15/07/2012,1067.22,1075.29,1058.85,1076.46,1058.85,409943393
16/07/2012,1058.85,1055.9,1056.35,1056.35,1044.68,411296542
17/07/2012,1056.35,1059.9,1059.96,1061.49,1048.61,416150376
18/07/2012,1059.96,1054.86,1057.42,1060.49,1053.51,418467281
19/07/2012,1057.42,1078.47,1079.46,1084.08,1075.45,419353654
22/07/2012,1079.46,1072.06,1073.11,1073.61,1070.49,416982265
23/07/2012,1073.11,1068.39,1055.9,1068.55,1052.49,411798450
24/07/2012,1055.9,1060.87,1065.86,1067.52,1054.61,415580372
25/07/2012,1065.86,1062.09,1079.35,1080.73,1061.16,419615315
26/07/2012,1079.35,1083.08,1093.09,1096.13,1075.87,421778131
